order_id,order_date,customer_id,product_id,quantity,selling_price,discount_percent
ORD-00195,2021-06-24,CUST-0482,PROD-040,4,37.89,10
ORD-00196,2022-11-25,CUST-0278,PROD-039,5,1342.94,30
ORD-00197,2021-06-08,CUST-0359,PROD-072,2,60.68,0
ORD-00198,2023-03-29,CUST-0205,PROD-018,8,202.04,0
ORD-00199,2024-09-18,CUST-0185,PROD-041,1,94.96,5
ORD-00200,2023-06-20,CUST-0175,PROD-070,3,49.76,15
ORD-00201,2023-01-14,CUST-0438,PROD-027,7,65.64,5
ORD-00202,2024-12-24,CUST-0387,PROD-100,10,104.21,0
ORD-00203,2021-07-31,CUST-0380,PROD-015,1,55.66,10
ORD-00204,2021-11-12,CUST-0309,PROD-037,2,114.56,0
ORD-00205,2021-07-10,CUST-0468,PROD-058,3,25.92,0
ORD-00206,2024-05-16,CUST-0415,PROD-005,2,58.72,5
ORD-00207,2022-10-09,CUST-0069,PROD-073,2,28.13,5
ORD-00208,2021-10-07,CUST-0472,PROD-007,6,53.55,5
ORD-00209,2022-03-06,CUST-0104,PROD-041,7,56.55,0
ORD-00210,2022-11-17,CUST-0246,PROD-084,6,145.09,5
ORD-00211,2024-07-01,CUST-0161,PROD-010,6,36.35,15
ORD-00212,2024-04-28,CUST-0200,PROD-062,9,35.3,5
ORD-00213,2023-09-25,CUST-0216,PROD-026,8,257.9,10
ORD-00214,2024-12-26,CUST-0434,PROD-068,8,29.07,0
ORD-00215,2023-09-16,CUST-0212,PROD-024,6,38.25,0
ORD-00216,2024-07-21,CUST-0016,PROD-078,5,29.32,20
ORD-00217,2024-03-09,CUST-0498,PROD-041,9,64.45,5
ORD-00218,2023-10-03,CUST-0372,PROD-065,2,47.31,5
ORD-00219,2024-02-05,CUST-0332,PROD-017,7,67.43,20
ORD-00220,2023-06-08,CUST-0205,PROD-024,6,45.96,15
ORD-00221,2020-07-08,CUST-0365,PROD-027,7,61.83,15
ORD-00222,2023-06-02,CUST-0490,PROD-007,4,68.92,15
ORD-00223,2023-11-09,CUST-0039,PROD-073,9,48.88,0
ORD-00224,2023-11-01,CUST-0089,PROD-099,7,253.24,30
ORD-00225,2023-07-30,CUST-0430,PROD-012,2,30.15,25
ORD-00226,2021-09-24,CUST-0256,PROD-085,4,72.9,0
ORD-00227,2021-09-19,CUST-0480,PROD-003,5,80.15,20
ORD-00228,2022-08-30,CUST-0254,PROD-079,2,1258.89,5
ORD-00229,2024-11-03,CUST-0216,PROD-085,10,86.19,15
ORD-00230,2023-07-06,CUST-0368,PROD-010,8,41.51,0
ORD-00231,2023-10-14,CUST-0303,PROD-033,1,42.9,10
ORD-00232,2021-12-10,CUST-0172,PROD-046,3,152.0,0
ORD-00233,2024-01-19,CUST-0137,PROD-059,1,1617.28,10
ORD-00234,2023-12-05,CUST-0488,PROD-052,5,71.42,0
ORD-00235,2021-10-10,CUST-0498,PROD-006,8,485.02,5
ORD-00236,2020-11-13,CUST-0471,PROD-002,7,26.69,10
ORD-00237,2024-08-27,CUST-0384,PROD-029,9,1173.22,20
ORD-00238,2023-06-02,CUST-0178,PROD-040,2,44.7,0
ORD-00239,2023-06-11,CUST-0077,PROD-097,8,23.28,25
ORD-00240,2021-11-14,CUST-0188,PROD-061,8,69.28,5
ORD-00241,2021-10-25,CUST-0480,PROD-068,6,41.88,20
ORD-00242,2023-10-29,CUST-0498,PROD-068,3,38.83,10
ORD-00243,2024-08-22,CUST-0015,PROD-029,2,1967.18,20
ORD-00244,2024-06-19,CUST-0292,PROD-062,8,57.51,10
ORD-00245,2024-02-04,CUST-0497,PROD-060,6,25.41,10
ORD-00246,2023-06-10,CUST-0319,PROD-084,4,223.19,5
ORD-00247,2024-09-11,CUST-0325,PROD-041,5,101.55,30
ORD-00248,2023-02-10,CUST-0214,PROD-087,5,28.39,20
ORD-00249,2024-02-29,CUST-0208,PROD-082,9,60.16,5
ORD-00250,2021-03-17,CUST-0169,PROD-089,9,2213.99,0
ORD-00251,2021-07-17,CUST-0330,PROD-065,8,82.56,15
ORD-00252,2023-07-15,CUST-0280,PROD-064,8,244.84,40
ORD-00253,2024-03-13,CUST-0466,PROD-079,2,1861.05,0
ORD-00254,2023-11-10,CUST-0305,PROD-063,3,48.56,25
ORD-00255,2023-11-11,CUST-0146,PROD-098,8,16.78,0
ORD-00256,2023-02-10,CUST-0263,PROD-048,5,25.88,30
ORD-00257,2024-06-24,CUST-0004,PROD-020,7,31.57,15
ORD-00258,2024-07-06,CUST-0090,PROD-037,8,107.9,5
ORD-00259,2022-08-09,CUST-0453,PROD-064,6,328.7,5
ORD-00260,2023-01-09,CUST-0060,PROD-091,5,86.54,10
ORD-00261,2021-11-29,CUST-0311,PROD-086,8,371.47,10
ORD-00262,2020-04-22,CUST-0016,PROD-005,1,38.88,25
ORD-00263,2020-01-02,CUST-0227,PROD-034,1,158.54,15
ORD-00264,2021-10-03,CUST-0474,PROD-039,1,1531.8,10
ORD-00265,2020-08-07,CUST-0466,PROD-067,3,111.48,25
ORD-00266,2024-05-08,CUST-0029,PROD-081,10,71.49,10
ORD-00267,2022-05-04,CUST-0151,PROD-062,6,43.16,20
ORD-00268,2024-10-25,CUST-0245,PROD-088,6,24.49,20
ORD-00269,2023-06-02,CUST-0270,PROD-024,5,48.76,25
ORD-00270,2021-01-19,CUST-0079,PROD-003,7,90.27,0
ORD-00271,2023-11-27,CUST-0433,PROD-071,5,99.68,10
ORD-00272,2024-07-19,CUST-0289,PROD-089,2,1948.84,5
ORD-00273,2023-02-27,CUST-0153,PROD-067,4,97.51,5
ORD-00274,2022-12-12,CUST-0277,PROD-079,1,1705.53,5
ORD-00275,2024-09-03,CUST-0401,PROD-093,7,42.37,20
ORD-00276,2021-12-30,CUST-0279,PROD-050,4,45.22,5
ORD-00277,2024-08-22,CUST-0057,PROD-029,4,1864.19,5
ORD-00278,2024-09-29,CUST-0491,PROD-074,4,205.55,0
ORD-00279,2023-12-10,CUST-0465,PROD-032,3,36.79,0
ORD-00280,2020-09-03,CUST-0186,PROD-087,8,19.35,10
ORD-00281,2022-04-15,CUST-0398,PROD-039,4,1452.41,0
ORD-00282,2024-01-02,CUST-0093,PROD-009,8,28.33,0
ORD-00283,2020-07-21,CUST-0276,PROD-014,9,60.56,10
ORD-00284,2023-04-22,CUST-0158,PROD-068,1,31.26,0
ORD-00285,2020-05-02,CUST-0275,PROD-064,4,305.15,0
ORD-00286,2021-02-04,CUST-0181,PROD-020,6,35.59,20
ORD-00287,2022-02-05,CUST-0359,PROD-028,8,181.13,20
ORD-00288,2020-10-20,CUST-0440,PROD-014,6,39.65,5
ORD-00289,2020-10-06,CUST-0077,PROD-044,6,286.71,5
ORD-00290,2022-06-02,CUST-0466,PROD-098,10,27.86,25
ORD-00291,2024-06-21,CUST-0151,PROD-077,4,34.78,0
ORD-00292,2020-07-16,CUST-0446,PROD-095,9,63.6,10
ORD-00293,2022-09-08,CUST-0238,PROD-097,7,21.57,10
ORD-00294,2024-03-14,CUST-0289,PROD-039,6,1744.29,15
ORD-00295,2022-01-21,CUST-0231,PROD-028,1,165.06,30
ORD-00296,2020-05-23,CUST-0488,PROD-064,2,315.97,5
ORD-00297,2021-08-31,CUST-0018,PROD-089,6,1040.88,5
ORD-00298,2023-05-09,CUST-0073,PROD-032,1,56.57,10
ORD-00299,2023-02-21,CUST-0417,PROD-009,5,19.04,30
ORD-00300,2020-07-05,CUST-0416,PROD-028,1,138.7,25
ORD-00301,2023-09-11,CUST-0189,PROD-095,3,81.03,10
ORD-00302,2021-04-08,CUST-0438,PROD-017,7,52.82,20
ORD-00303,2023-10-04,CUST-0017,PROD-087,5,22.22,0
ORD-00304,2024-11-29,CUST-0019,PROD-077,10,31.26,5
ORD-00305,2021-10-21,CUST-0219,PROD-055,1,80.42,0
ORD-00306,2022-02-02,CUST-0326,PROD-010,1,39.28,0
ORD-00307,2022-08-12,CUST-0483,PROD-080,8,37.21,10
ORD-00308,2021-02-06,CUST-0120,PROD-006,9,261.22,25
ORD-00309,2023-10-01,CUST-0101,PROD-048,7,21.43,10
ORD-00310,2024-03-14,CUST-0034,PROD-075,3,68.84,10
ORD-00311,2020-05-26,CUST-0084,PROD-067,6,75.17,0
ORD-00312,2023-03-17,CUST-0409,PROD-092,3,72.24,10
ORD-00313,2022-05-13,CUST-0196,PROD-041,10,60.58,5
ORD-00314,2024-09-30,CUST-0330,PROD-079,4,1974.43,10
ORD-00315,2021-05-03,CUST-0202,PROD-060,4,32.8,5
ORD-00316,2022-07-17,CUST-0344,PROD-077,3,37.38,10
ORD-00317,2024-07-21,CUST-0341,PROD-042,10,50.99,5
ORD-00318,2021-07-04,CUST-0011,PROD-081,6,104.57,10
ORD-00319,2020-12-03,CUST-0347,PROD-071,5,111.05,0
ORD-00320,2022-05-21,CUST-0400,PROD-028,9,120.77,5
ORD-00321,2021-10-02,CUST-0218,PROD-013,9,79.7,5
ORD-00322,2024-12-07,CUST-0445,PROD-081,3,53.28,15
ORD-00323,2021-04-17,CUST-0253,PROD-015,9,49.23,15
ORD-00324,2020-05-30,CUST-0222,PROD-036,3,287.08,25
ORD-00325,2023-12-09,CUST-0383,PROD-092,4,40.19,10
ORD-00326,2023-08-14,CUST-0369,PROD-015,1,55.43,5
ORD-00327,2024-06-22,CUST-0080,PROD-075,5,45.51,15
ORD-00328,2020-09-19,CUST-0007,PROD-056,9,267.45,5
ORD-00329,2024-11-22,CUST-0272,PROD-095,2,45.48,0
ORD-00330,2020-05-23,CUST-0227,PROD-004,4,58.57,15
ORD-00331,2020-12-11,CUST-0016,PROD-099,10,156.13,0
ORD-00332,2021-09-15,CUST-0424,PROD-098,2,21.76,0
ORD-00333,2022-10-13,CUST-0012,PROD-052,8,63.21,15
ORD-00334,2024-05-14,CUST-0291,PROD-091,9,74.61,15
ORD-00335,2022-05-30,CUST-0241,PROD-010,3,58.1,15
ORD-00336,2020-01-02,CUST-0021,PROD-094,9,357.08,0
ORD-00337,2022-06-15,CUST-0178,PROD-045,6,46.19,20
ORD-00338,2023-08-20,CUST-0427,PROD-084,6,268.26,15
ORD-00339,2020-09-10,CUST-0228,PROD-029,7,953.09,20
ORD-00340,2024-08-02,CUST-0496,PROD-053,5,30.66,15
ORD-00341,2021-03-28,CUST-0273,PROD-029,6,1013.62,10
ORD-00342,2022-11-26,CUST-0288,PROD-023,1,113.37,0
ORD-00343,2023-03-29,CUST-0297,PROD-057,3,20.27,15
ORD-00344,2022-10-11,CUST-0134,PROD-050,9,45.93,15
ORD-00345,2020-01-09,CUST-0472,PROD-021,5,2487.28,5
ORD-00346,2023-06-10,CUST-0283,PROD-043,5,39.3,15
ORD-00347,2023-01-27,CUST-0404,PROD-010,8,63.47,10
ORD-00348,2024-08-09,CUST-0153,PROD-076,2,175.24,10
ORD-00349,2022-03-26,CUST-0066,PROD-030,7,23.92,5
ORD-00350,2020-07-26,CUST-0137,PROD-051,9,59.69,0
ORD-00351,2023-02-28,CUST-0092,PROD-033,7,40.97,0
ORD-00352,2021-02-07,CUST-0437,PROD-018,5,217.96,15
ORD-00353,2020-05-31,CUST-0317,PROD-078,6,31.8,0
ORD-00354,2020-02-23,CUST-0422,PROD-022,4,28.44,0
ORD-00355,2023-02-17,CUST-0259,PROD-064,7,201.73,40
ORD-00356,2024-08-23,CUST-0468,PROD-021,1,2388.76,0
ORD-00357,2021-09-19,CUST-0454,PROD-001,4,1045.43,10
ORD-00358,2021-08-09,CUST-0103,PROD-015,3,53.22,25
ORD-00359,2024-07-06,CUST-0481,PROD-036,4,174.74,10
ORD-00360,2023-12-14,CUST-0055,PROD-047,1,452.34,15
ORD-00361,2023-12-16,CUST-0257,PROD-054,2,189.38,30
ORD-00362,2020-04-13,CUST-0101,PROD-086,9,227.44,20
ORD-00363,2020-09-10,CUST-0198,PROD-032,7,36.05,10
ORD-00364,2023-06-04,CUST-0301,PROD-058,6,39.89,5
ORD-00365,2023-02-09,CUST-0226,PROD-046,2,136.53,5
ORD-00366,2021-05-24,CUST-0431,PROD-054,1,134.7,20
ORD-00367,2024-02-05,CUST-0463,PROD-033,2,48.74,20
ORD-00368,2020-04-08,CUST-0237,PROD-039,7,1254.37,20
ORD-00369,2020-06-01,CUST-0026,PROD-023,2,72.79,10
ORD-00370,2022-07-02,CUST-0121,PROD-043,3,52.69,5
ORD-00371,2022-05-27,CUST-0398,PROD-055,8,80.03,5
ORD-00372,2020-12-03,CUST-0182,PROD-002,7,31.12,0
ORD-00373,2024-09-25,CUST-0199,PROD-066,9,181.69,15
ORD-00374,2022-04-01,CUST-0302,PROD-038,4,42.34,0
ORD-00375,2023-04-01,CUST-0255,PROD-029,7,1543.56,5
ORD-00376,2024-10-09,CUST-0122,PROD-067,1,86.1,20
ORD-00377,2022-08-14,CUST-0031,PROD-071,2,50.07,0
ORD-00378,2024-08-31,CUST-0472,PROD-036,7,333.58,25
ORD-00379,2020-06-09,CUST-0315,PROD-029,2,1801.33,0
ORD-00380,2024-05-22,CUST-0479,PROD-037,6,124.58,25
ORD-00381,2022-03-11,CUST-0285,PROD-100,10,71.83,5
ORD-00382,2021-02-01,CUST-0106,PROD-087,9,27.83,0
ORD-00383,2023-07-24,CUST-0224,PROD-045,5,88.85,10
ORD-00384,2022-03-26,CUST-0273,PROD-016,10,197.45,25
ORD-00385,2024-03-07,CUST-0398,PROD-031,7,55.07,5
ORD-00386,2023-11-16,CUST-0232,PROD-034,1,248.03,15
ORD-00387,2023-03-04,CUST-0420,PROD-050,8,44.01,30
ORD-00388,2023-05-03,CUST-0256,PROD-065,9,49.07,0
ORD-00389,2021-02-04,CUST-0442,PROD-082,5,58.05,20
ORD-00390,2021-10-01,CUST-0496,PROD-062,6,59.99,0
ORD-00391,2022-11-22,CUST-0024,PROD-043,8,46.64,5
ORD-00392,2021-11-18,CUST-0109,PROD-056,4,241.21,0
ORD-00393,2021-04-04,CUST-0191,PROD-015,2,49.6,5
ORD-00394,2022-08-12,CUST-0347,PROD-048,10,18.92,0
ORD-00395,2021-04-14,CUST-0025,PROD-049,8,1428.9,5
ORD-00396,2023-10-30,CUST-0187,PROD-081,2,88.5,5
